,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11,p_val_21,p_val_31,p_val_41,p_val_42,p_val_43,p_val_51,p_val_52,p_val_61,p_val_62,p_val_63,p_val_64,p_val_71,p_val_73,p_val_87,p_val_97,p_val_98,p_val_82,p_val_53,p_val_95
1952,-127.21942448730431,-257.5673836970692,-127.21834724489867,-257.5673817352956,-127.22338846440411,-127.87728970400119,-257.42291307392264,-257.5670424209527,-254.5284064646124,-257.5673797762204,-257.56704045448885,4.957928894519352e-29,1.0,4.957933757688722e-29,1.0,1.0,0.9980199742924144,1.0,0.7196915163127233,1.0,0.7193039795796665,1.0,5.329318684813128e-29,5.32644897368591e-29,0.9304707170533368,1.0,1.0,1.0,0.9974825643166175,2.270212872955952e-28
1953,-101.41510680323631,-242.9416987431739,-101.41510538300003,-243.06809908033435,-101.41111154930829,-101.4169535780035,-242.615696969383,-242.94181945131504,-242.9416825984312,-242.94217393974589,-242.9419467367012,1.8530666453503894e-31,1.0,1.7395765895341075e-31,0.9387555455163799,1.0,1.0,1.0,0.9990770388073463,1.0,0.9990763293448659,1.0,2.181129364448167e-31,2.181127815589177e-31,0.8495391602226378,0.84959729315353,1.0,0.9999396477507005,1.0,1.8493835331868738e-31
1954,-262.6877892460658,-267.8759000784544,-263.03523024453057,-268.0659410142276,-263.2367818319209,-263.4568554639473,-264.8213832798217,-267.8677624451615,-267.9926791973107,-268.2794094061299,-268.050771544392,0.0747164186715906,0.8405317941116891,0.06794369822219891,0.9093543217166153,1.0,0.7599548214512816,1.0,0.6807684066992159,1.0,0.8099258248983693,1.0,0.34410892927024034,0.409394304511598,0.21801539865187347,0.204815038416513,0.9394521656865221,1.0,0.9041357230923491,0.09274062296671359
1955,-220.08048450125784,-263.34467189820344,-221.09407175171114,-265.4850314418585,-221.09400275735163,-221.0938395742583,-262.49528176582595,-263.3446831740721,-265.4838955243502,-265.48369185171236,-265.4882018667134,4.0299631478700314e-10,0.6024240827887088,1.3820632062405437e-10,0.34294685969300037,1.0,0.6024448650790444,1.0,0.6024940214927105,1.0,1.0,1.0,6.162313638265265e-10,1.0229195369712021e-09,0.6539654850156222,0.22440408996770975,0.34314362930384457,0.9999943620815711,1.0,2.295394092053694e-10
1956,-230.66520683358263,-248.6293532913357,-230.66461784703682,-248.62936386059195,-230.6639320140538,-230.66537595149026,-248.8603267837586,-248.62935165977655,-246.939078870847,-248.62936844113375,-248.62936496498614,0.00012564209247841384,1.0,0.0001256414285084319,0.999994715385833,1.0,1.0,1.0,0.9999154446211918,1.0,0.9996210196044996,1.0,0.00011193860852874759,0.0001119056482150912,1.0,1.0,1.0,1.0,1.0,0.0002923457360905583
1957,-262.4433629822395,-265.5672684067163,-262.66270757358757,-265.56707191376967,-262.44341708942443,-262.66259376146473,-264.39930708870816,-265.56723599528794,-265.54877485866587,-265.58582510021245,-265.58435679075905,0.20972613629550982,0.8961277521251279,0.20974674216097594,1.0,1.0,0.9999729467734696,1.0,0.8961787486770204,1.0,1.0,1.0,0.37607298204860673,0.41966447435286514,0.5576830697658719,0.5628546329513773,1.0,1.0,1.0,0.21168014690486459
1958,-237.46793933509338,-237.5270446722632,-238.07111861128698,-238.13293097708873,-237.46793752640332,-237.48479578279895,-236.24334260567258,-237.57222216503231,-237.57890504271077,-237.52272323246262,-238.3905433841565,0.9708797414324687,0.7396415233245801,0.7171316657526197,0.7386410851405133,1.0,1.0,1.0,0.991607194052675,1.0,1.0,1.0,1.0,1.0,0.5145617149035844,0.5128452078030691,0.9966641375547405,0.9776644691562714,1.0,0.9460273887770739
1959,-133.5961866397219,-244.16832786947873,-133.59846721256298,-244.16832639322809,-133.5984627044178,-134.4583497032424,-241.62606110994872,-244.16837087314346,-244.16836837456543,-244.1683263067028,-244.16836942235201,9.762580002130388e-25,0.9988603634589841,9.762587208140611e-25,1.0,1.0,0.998862614965282,1.0,0.6498059287937317,1.0,0.6505473162870321,1.0,3.480253015488807e-24,3.484223764207577e-24,0.28050748171415324,0.2805078321492872,1.0,0.9999784983987984,1.0,9.773498518009028e-25
1960,-209.81588686902148,-229.17829801003862,-209.81588608217464,-229.1783000994913,-209.8158853385035,-209.82700486153377,-229.22933483672497,-229.17828490068726,-227.78312487936887,-229.17830082655274,-229.17828595144684,6.244617510985009e-05,1.0,6.244610987071981e-05,0.9999989552741994,1.0,1.0,1.0,0.9944564263722017,1.0,0.9944560351298302,1.0,6.087280809567008e-05,6.087278414688643e-05,1.0,1.0,1.0,1.0,1.0,0.00012544793193856497
1961,-175.22304452810891,-250.25913622450457,-175.2228479649471,-250.25913740262462,-175.2230453899554,-175.22681360841995,-250.30309530096633,-250.259041768649,-250.25904440210067,-250.25913848448653,-250.2590433376741,5.082995396004599e-17,1.0,5.082992401816112e-17,0.9999994109401514,1.0,0.9999995690768562,1.0,0.9981172344753207,1.0,0.9980191427559727,1.0,4.972492355901364e-17,4.972003675506108e-17,1.0,1.0,0.999998683275038,1.0,0.9999012923677785,5.0832309582717524e-17
1962,-166.38995084567347,-262.34994748571506,-166.390636903786,-262.34994767550256,-166.390811163975,-166.41937823278283,-259.59516111499147,-262.34982757578547,-259.65903018010795,-262.34994891924316,-262.3498275398953,1.4539567495853497e-21,0.9996570297714724,1.4539566116139546e-21,0.9999999051062548,1.0,0.9995699333544161,1.0,0.9853940238800766,1.0,0.9857321006439015,1.0,5.764289014659081e-21,5.7662666724574965e-21,0.25225035046413896,0.9685699898030031,1.0,1.0,0.9999128737012171,5.585519497784179e-21
